"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1484773639","KNJ3741","NY","PAS","2022-06-14T00:00:00.000","48","SDN",,"P","43230","29830","77730","20230619.0","0076","76","76","971154","0076","0000","1205A","1200P","K","F","37","GARNET STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","BLU","0","2006","-","0",,,,,
"1484775119","KHK8857","NY","PAS","2022-07-09T00:00:00.000","98","SUBN","HONDA","P","19540","12790","12890","20221221.0","112","112","112","952268","0112","0000","1238A",,"Q","F","6210","102 STREET",,"0","408","C3",,"BBBBBBB","ALL","ALL","GY","0","2006","-","0",,,,,
"1484780796","GQH7507","OH","PAS","2022-06-21T00:00:00.000","98","SDN","TOYOT","P","8080","5280","5430","0.00000000","0072","72","72","965960","0072","0000","0717A",,"K","O","122","30 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BL","0","2021","-","0",,,,,
"1484780814","KLN1882","NY","PAS","2022-06-12T00:00:00.000","40","SUBN","LEXUS","P","9280","5680","5780","20230524.0","0072","72","72","969796","0072","0000","0255A",,"K","F","631","54 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2021","-","0",,,,,
"1484781211","JLE1690","NY","PAS","2022-06-11T00:00:00.000","98","SDN","NISSA","P","6930","5280","5430","20230908.0","0072","72","72","970946","0072","0000","1124P",,,"F","163","18 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2012","-","0",,,,,
"1484790893","KNU8782","NY","PAS","2022-06-21T00:00:00.000","46",,"INFIN","P","5580","8580","8630","20240509.0","0072","72","72","969404","0072","0000","1030P",,"K","F","4011","5 AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","WHITE","0","2016","-","0",,,,,
"1484790900","KSH3301","NY","PAS","2022-06-25T00:00:00.000","98","SDN","BMW","P","9280","5280","5430","20231021.0","0072","72","72","969404","0072","0000","1042P",,"K","O","321","54 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","2001","-","0",,,,,
"1484791575","KVV5493","NY","PAS","2022-06-25T00:00:00.000","40","SDN","HONDA","P","9180","5280","5430","20240424.0","0072","72","72","972428","0072","0000","0431P",,"K","F","345","52 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","RED","0","2019","-","2",,,,,
"1484793766","JLN4807","NY","PAS","2022-06-25T00:00:00.000","98","SUBN","TOYOT","P","6730","6180","25340","20231002.0","0072","72","72","971279","0072","0000","0812P",,"K","F","597","16TH STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2015","-","0",,,,,
"1484795003","KXN5220","NY","PAS","2022-06-20T00:00:00.000","40","SDN","HYUND","P","9730","18950","5430","20280613.0",,"0","72","971578","0072","0000","0615A",,,"O","376","63 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2018","-","0",,,,,
"1484795027","KEF6708","NY","PAS","2022-06-26T00:00:00.000","40","SDN","NISSA","P","8930","5780","5880","20220817.0","0072","72","72","971578","0072","0000","0055A",,,"F","729","47 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1484797863","JKN5256","NY","PAS","2022-06-15T00:00:00.000","98","SDN","VOLKS","P","5280","72230","24830","20230930.0","0072","72","72","971739","0072","0000","0245P",,"NY","F","271","3RD AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","2012","-","0",,,,,
"1484798594","KJJ8794","NY","PAS","2022-06-12T00:00:00.000","98","SUBN","LEXUS","P","9630","5780","5880","20230218.0","0072","72","72","972276","0072","0000","0640P",,"K","F","720","61 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","BLACK","0","2018","-","0",,,,,
"1484798624","KEP7733","NY","PAS","2022-06-21T00:00:00.000","53","SDN","HONDA","P","7180","5580","5680","20220804.0","0072","72","72","972276","0072","0000","1017A",,"K","F","242","20 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","2020","-","0",,,,,
"1484798636","KKP6667","NY","PAS","2022-06-21T00:00:00.000","53","SUBN","LEXUS","P","7180","5580","5680","20230310.0","0072","72","72","972276","0072","0000","1024A",,"K","F","242","20 ST",,"0","408","F6",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1484798648","KSD4338","NY","PAS","2022-06-21T00:00:00.000","68","SUBN","DODGE","P","8730","5430","5580","20230915.0","0072","72","72","972276","0072","0000","1057A",,"K","O","475","43 ST",,"0","408","F6",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,
"1484798910","KWW3399","NY","PAS","2022-06-14T00:00:00.000","20","SUBN","HONDA","P","8630","5680","0","20240328.0","0072","72","72","971006","0072","0000","0654P",,"K","F",,"41 ST","6 AVE","0","408","F1",,"BBBBBBB","ALL","ALL","GY","0","2011","-","0",,,,,
"1484799460","KNV1114","NY","PAS","2022-06-17T00:00:00.000","40","SUBN","TOYOT","P","8880","5430","5580","20230609.0","0072","72","72","971570","0072","0000","0730P",,"K","F","471","46 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLU","0","2021","-","0",,,,,
"1484799471","KEYLOR","NY","PAS","2022-06-19T00:00:00.000","98","SUBN",,"P","8030","5280","5430","20240110.0","0072","72","72","971570","0072","0000","0540P",,"K","F","146","29 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLACK","0","2019","-","0",,,,,
"1484799732","HNN6536","NY","PAS","2022-06-22T00:00:00.000","17","SUBN","TOYOT","P","8080","5430","73725","20231031.0","0072","72","72","971652","0072","0000","0837A",,"K","F","182","30 ST",,"0","408","C",,"YYYYYBB","0700A","0400P","BLUE","0","2007","-","0",,,,,
"1484799744","KXL6266","NY","PAS","2022-06-22T00:00:00.000","40","SDN","NISSA","P","9430","5430","5580","20240519.0","0072","72","72","971652","0072","0000","0920A",,"K","F","413","57 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLUE","0","2014","-","0",,,,,
"1484799951","KSC7942","NY","PAS","2022-06-12T00:00:00.000","48","SDN","TOYOT","P","5430","9130","9180","20231114.0","0072","72","72","969273","0072","0000","0110A",,"K","F","5109","4 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2010","-","0",,,,,
"1484803012","GXN7624","NY","PAS","2022-06-11T00:00:00.000","63","SUBN","FORD","U","10100","10565","73480","20230517.0","0069","69","835","632","0835","0000","1018P",,"K",,,"CANARSIE PIER",,"0","408","F6",,"BBBBBBB","ALL","ALL","GREY","0","2008","-","0",,,,,
"1484803097","LSE7177","PA","PAS","2022-06-23T00:00:00.000","63","SUBN","BMW","U","10100","10565","73480","20220531.0","0069","69","835","632","0835","0000","1014P",,"K",,,"CANARSIE PIER LOT",,"0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2017","-","0",,,,,
"1478271358","GEK7010","MA","PAS","2022-06-15T00:00:00.000","98","SDN","TOYOT","K","13845","18640","18790","0.00000000","103","103","3","160390","0003","0000","1038A",,"Q","F",,"PHIL RIZZUTO PARK",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,
"1478282381","KLW9172","NY","PAS","2022-06-20T00:00:00.000","20","SUBN","ME/BE","K","30140","0","0","20230518.0","101","101","3","161045","0003","0000","1150A",,"Q","O","125","BEACH 17TH ST","ROCKAWAY BEACH  PKIN","0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","2018","-","0",,,,,
"1478289776","KWM7242","NY","PAS","2022-07-02T00:00:00.000","20","SDN","VOLVO","K","13235","0","0","20240504.0","110","110","3","160699","0003","0000","0417P",,"Q","O",,"FMCP","PITCH PUTT","0","408","C4",,"BBBBBBB","ALL","ALL","WH","0","2013","-","0",,,,,
"1478289788","KVR5635","NY","PAS","2022-07-02T00:00:00.000","20","SDN","NISSA","K","13235","0","0","20220804.0","110","110","3","160699","0003","0000","0452P",,"Q","O",,"FMCP","PITCH PUTT","0","408","F6",,"BBBBBBB","ALL","ALL","BLUE","0","2017","-","0",,,,,
"1478289806","GTK6061","NY","PAS","2022-07-02T00:00:00.000","20","SDN","MAZDA","K","13235","0","0","20220907.0","110","110","3","160629","0003","0000","0426P",,"Q","O",,"FMCP","PITCH PUTT","0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1478289818","HRG1776","NY","PAS","2022-07-02T00:00:00.000","20","SUBN","HONDA","K","13235","0","0","20230423.0","110","110","3","160699","0003","0000","0439P",,"Q","O",,"FMCP","PITCH PUTT","0","408","D",,"BBBBBBB","ALL","ALL","BLUE","0","2020","-","0",,,,,
"1478289820","HUD2235","NY","PAS","2022-07-02T00:00:00.000","20","SUBN","CHEVR","K","13235","0","0","20230929.0","110","110","3","106699","0003","0000","0511P",,"Q","O",,"FMCP","LOT A","0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","2016","-","0",,,,,
"1478289880","J36NSR","NJ","PAS","2022-07-02T00:00:00.000","20","SDN","TOYOT","K","13235","0","0","20230488.0","110","110","3","160699","0003","0000","0524P",,"Q","O",,"FMCP","LOT 4 A","0","408","D",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,
"1478289909","KRM6169","NY","PAS","2022-07-02T00:00:00.000","20","SDN","HONDA","K","13235","0","0","20230824.0","110","110","3","160699","0003","0000","0550P",,"Q","O",,"FMCP","PITCH PUTT","0","408","D",,"BBBBBBB","ALL","ALL","GREY","0","2017","-","0",,,,,
"1478399934","MRIGGY","NY","PAS","2022-06-16T00:00:00.000","63",,"KATI","K","29792","0","0","0.00000000","0020","20","1","161327","0001","0000","0842P",,"NY",,,"RIVERSIDE PARK","SOUTH W 60TH INSIDE","0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,
"1478431179","KLW4461","NY","PAS","2022-07-03T00:00:00.000","14","SUBN","TOYOT","K","0","12025","0","20230410.0","0045","45","2","160592","0002","0000","0515P",,"BX","F","10","HUTCHINSON RIVER PKW","FERRY POINT PARK","0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2018","-","0",,,,,
"1478442918","HDM2454","NY","PAS","2022-06-12T00:00:00.000","62","SUBN","ACURA","1","67890","65590","27110","20210406.0","105","105","915","13914","0915","0000","0223A",,"Q","O","80-45","WINCHESTER BLVD",,"0","408","F1",,"BBBBBBB","ALL","ALL","GY","0","2019","-","0",,,,,
"1478442920","GVA4250","NY","PAS","2022-06-06T00:00:00.000","27","SUBN","NISSA","1","0","0","0","20230108.0","105","105","915","13914","0915","0000","1215P",,"Q","F","79-25","WINCHESTER BLVD","BLDG 40","0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2016","-","0",,,,,
"1478442967","HGM5621","NY","PAS","2022-07-10T00:00:00.000","70","SUBN","DODGE","X","67890","65590","27110","20220531.0","105","105","915","13914","0915","0000","0217A",,"Q","O","80-45","WINCHESTER BLVD",,"0","408","D3",,"BBBBBBB","ALL","ALL","GY","0","2016","-","0",,,,,
"1478495560","KVX4496","NY","PAS","2022-06-24T00:00:00.000","46","SDN","LEXUS","C","21125","24980","12550","20240504.0","0045","45","0","109579","CCPD","0000","0635P",,"BX","F","920","COOP CITY BLVD",,"0","408","E2",,"BBBBBBB","ALL","ALL","SLV","0","2007","-","0",,,,,
"1478500050","HVM1150","NY","PAS","2022-06-22T00:00:00.000","98","SDN","LEXUS","C","24810","23800","12550","20231001.0","0045","45","0","109383","CCPD","0000","1022A",,"BX",,,"S/O 140 DONIZETTI PL",,"0","408","D",,"BBBBBBB","ALL","ALL","SIL","0","2005","-","0",,,,,
"1478500281","KKR2075","NY","PAS","2022-06-19T00:00:00.000","40","SDN","BMW","C","12600","12425","23800","20230427.0","0045","45","0","109971","CCPD","0000","0515A",,"BX","F","126","BENCHLEY PLACE",,"0","408","F2",,"BBBBBBB","ALL","ALL","WT","0","2017","-","0",,,,,
"1478504961","KPG4608","NY","PAS","2022-06-25T00:00:00.000","50","SUBN","HYUND","C","30430","23800","12550","20230611.0","0045","45","0","109973","CCPD","0000","0650P",,"BX","F","100","ELGAR PLACE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2020","-","0",,,,,
"1478504973","KLW3255","NY","PAS","2022-06-26T00:00:00.000","27","SDN","TOYOT","C","11140","9600","21125","20230419.0","0045","45","0","109973","CCPD","0000","1229P",,"BX","F","2051","BARTOW AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","BLUE","0","2019","-","0",,,,,
"1478510110","KFW6528","NY","PAS","2022-07-06T00:00:00.000","27","SDN","HONDA","C","11140","9600","21125","20221223.0","0045","45","0","109973","CCPD","0000","1046A",,"BX","F","2051","BARTOW AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","GREY","0","2015","-","0",,,,,
"1478510122","JDG2992","NY","PAS","2022-07-07T00:00:00.000","27","SUBN","BMW","C","11140","9600","21125","20220326.0","0045","45","0","100212","COOP","0000","1159A","1150A","BX","F","2055","BARTOW AVENUE",,"0","408","D3",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,
"1478511023","G0096K","FL","PAS","2022-06-18T00:00:00.000","14","SUBN","JEEP","C","30430","23800","12550","20211231.0","0045","45","0","100224","COOP","0000","0301A",,"BX","F","100","ELGAR PLACE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2018","-","0",,,,,
"1478511059","HKN7525","NC","PAS","2022-06-19T00:00:00.000","98","P-U","CHEVR","C","24980","23980","12550","20210331.0","0045","45","0","100224","COOP","0000","0933A",,"BX","F","150","DREISER LOOP",,"0","408","C",,"BBBBBBB","ALL","ALL","GREY","0","2004","-","0",,,,,
"1478511606","KMV1867","NY","PAS","2022-06-22T00:00:00.000","67","SUBN","CHEVR","C","30430","12550","30370","20230928.0","0045","45","0","108009","COOP","0000","1035A","1000A","BX","O","140","ELGAR PLACE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2008","-","0",,,,,
"1478512076","KXB3720","NY","PAS","2022-07-03T00:00:00.000","27","SUBN","MITSU","C","11140","9600","21125","20230401.0","0045","45","0","100214","CCPD","0000","0823P","0810A","BX","F","2047","BARTOW AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","ORG","0","2022","-","0",,,,,
"1478520772","GSM1138","NY","PAS","2022-07-01T00:00:00.000","19","SDN","NISSA","C","24980","23880","24050","20220703.0","0045","45","0","109997","CCPD","0000","0655P",,,"O","129","DREISER LOOP",,"0","408","D3",,"YBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,
"1478520802","KGA4942","NY","PAS","2022-06-09T00:00:00.000","98","SUBN","ROVER","C","23380","40404","40404","20221015.0","0045","45","0","109752","CCPD","0000","1106P",,"BX","F","99","DARROW PL",,"0","408","D3",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,
"1478520814","HXH7499","NY","PAS","2022-06-08T00:00:00.000","14","SDN","HONDA","C","23880","24980","23800","20220402.0","0045","45","0","109752","CCPD","0000","1103P",,"BX","F","140","DEBS PL",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2008","-","0",,,,,
"1478522811","KTN2658","NY","PAS","2022-04-29T00:00:00.000","14","SDN","ST","C","30430","12550","30370","20231201.0","0045","45","0","100219","CCPD","0000","0650P",,"BX","F","140","ELGAR PL",,"0","408","D3",,"BBBBBBB","ALL","ALL","RED","0","2020","-","0",,,,,
"1478524674","JRY3473","NY","PAS","2022-06-23T00:00:00.000","67","SUBN","TOYOT","C","18400","18340","23800","20230917.0","0045","45","0","108828","CCPD","0000","0735P",,"BX","O","120","CASALS PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","SUILV","0","2013","-","0",,,,,
"1478524698","GVG1685","NY","PAS","2022-06-22T00:00:00.000","19","SDN","TOYOT","C","24050","24980","23800","20230107.0","0045","45","0","108828","CCPD","0000","1021P",,"BX","O","140","DEKRUIF PL",,"0","408","F7",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,
"1478525125","JKC6386","NY","PAS","2022-06-11T00:00:00.000","46","SUBN","NISSA","C","30430","12550","30370","20230617.0","0045","45","0","100223","CCPD","0000","0141P",,"BX","F","120","ELGAR PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2017","-","0",,,,,
"1478525149","JRD1628","NY","PAS","2022-06-23T00:00:00.000","68","SDN","AUDI","C","11140","9600","21125","20240121.0","0045","45","0","100223","CCPD","0000","0331A",,"BX","F","2057","BARTOW AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLU","0","2007","-","0",,,,,
"1478525186","KLC4636","NY","PAS","2022-06-26T00:00:00.000","20","SDN","ACURA","C","0","40404","40404","20230404.0","0045","45","0","100223","CCPD","0000","1008A",,"BX","F","120","DEKRIUF PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2021","-","0",,,,,
"1478525216","KGY7497","PA","PAS","2022-06-25T00:00:00.000","46","SUBN","ME/BE","C","30430","12550","30370","0.00000000","0045","45","0","100223","CCPD","0000","1140A",,"BX","F","140","ELGAR PL",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1478525228","KWR3628","NY","PAS","2022-06-25T00:00:00.000","46","SDN","FORD","C","30370","30430","41720","20240418.0","0045","45","0","100223","CCPD","0000","0110P",,"BX","F","177","EINSTEIN LOOP SOUTH",,"0","408","F1",,"BBBBBBB","ALL","ALL","BEIGE","0","2009","-","0",,,,,
"1478525769","KEK4008","NY","PAS","2022-06-19T00:00:00.000","40","SDN","INFIN","C","18400","18340","23800","20220928.0","0045","45","0","109971","CCPP","0000","0235A",,"BX","O","100","CASALS PLACE",,"0","408","D3",,"BBBBBBB","ALL","ALL","WT","0","2007","-","0",,,,,
"1478525782","H86NPK","NJ","PAS","2022-06-20T00:00:00.000","40","SDN","BMW","C","12600","12425","23800","0.00000000","0045","45","0","109971","CCPD","0000","0437A",,"BX","F","120","BENCHLEY PLACE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,
"1478525812","KMT6331","NY","PAS","2022-06-20T00:00:00.000","40","SUBN","RAM","C","21125","9600","12425","20230826.0","0045","45","0","109971","CCPD","0000","0448A",,"BX","F","100","COOP CITY BLVD",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2021","-","0",,,,,
"1478525824","HMY4993","NY","PAS","2022-06-20T00:00:00.000","40","SUBN","SUBAR","C","7730","9600","23800","20230124.0","0045","45","0","109971","CCPD","0000","0456A",,"BX","F","35","ADLER PLACE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WT","0","2016","-","0",,,,,
"1478526427","HKN7525","NC","PAS","2022-06-19T00:00:00.000","46","SUBN","CHEVR","C","24980","23980","12550","0.00000000","0045","45","0","108018","COOP","0000","0735A",,"BX","F","150","DREISER LOOP",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
"1478526439","KET5139","NY","PAS","2022-06-21T00:00:00.000","98","SDN","LEXUS","C","23380","40404","40404","20220915.0","0045","45","0","108018","COOP","0000","0057A",,"BX","F","99","DARROW PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2004","-","0",,,,,
"1478526671","HHC1817","NY","PAS","2022-05-28T00:00:00.000","40","SUBN","JEEP","C","0","40404","40404","20220601.0","0045","45","0","109978","CCPD","0000","0125A",,"BX","F","140","DONZIETTI PLACE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","2021","-","0",,,,,
"1478526816","KVT2855","NY","PAS","2022-06-27T00:00:00.000","67","SDN","HONDA","C","18400","18340","23800","20240302.0","0045","45","0","109970","CCPD","0000","0455A",,"BX",,,"S/O 120 CASALS PLACE",,"0","408","J3",,"BBBBBBB","ALL","ALL","BLK","0","2010","-","0",,,,,
"1478526828","G0096K","FL","PAS","2022-07-07T00:00:00.000","53","SUBN","JEEP","C","31400","30370","12550","0.00000000","0045","45","0","109978","CCPD","0000","0515A",,"BX","F","100","ERDMAN PLACE",,"0","408","F7",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1478527080","KVC1267","NY","PAS","2022-06-21T00:00:00.000","40","SUBN","MAZDA","C","25545","40404","40404","20231121.0","0045","45","0","107858","CCPD","0000","0135A",,"BX",,,"S/O 99 EARHART LANE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2018","-","2",,,,,
"1478527092","KLV3985","NY","PAS","2022-06-24T00:00:00.000","14","SUBN","HYUND","C","0","40404","40404","20230412.0","0045","45","0","109977","CCPD","0000","0746A",,"BX","O","99","BELLMANY LOOP",,"0","408","C4",,"BBBBBBB","ALL","ALL","RED","0","2021","-","0",,,,,
"1478527110","KMT6331","NY","PAS","2022-06-17T00:00:00.000","40","SUBN","DODGE","C","21125","9600","12425","20230826.0","0045","45","0","107858","CCPD","0000","0100A",,"BX","F","100","COOP CITY BLVD",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2021","-","0",,,,,
"1478529842","KDF5816","NY","PAS","2022-06-20T00:00:00.000","98","SUBN","HONDA","C","9600","21125","7730","20220818.0","0045","45","0","107364","CCPD","0000","0926A",,,"F","140","ASCH LOOP",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2003","-","0",,,,,
"1478530066","G0096K","FL","PAS","2022-06-21T00:00:00.000","14","SUBN","JEEP","C","30430","23800","12550","0.00000000","0045","45","0","107725","CCPD","0000","0855P",,"BX","F","100","ELGAR",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1478530078","G0096K","FL","PAS","2022-06-21T00:00:00.000","53","SUBN","JEEP","C","30430","23800","12550","0.00000000","0045","45","0","107725","CCPD","0000","0855P",,"BX","F",,"F/O 100 ELGAR PL",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1478530248","KPH4508","NY","PAS","2022-07-04T00:00:00.000","14","SUBN","HYUND","C","23980","12550","12550","20230630.0","0045","45","0","108018","COOP","0000","0241A",,"BX","F","18 A","DEFOE PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2022","-","0",,,,,
"1478530250","KVG4108","NY","PAS","2022-07-04T00:00:00.000","40","SDN","HONDA","C","24050","24980","23800","20240502.0","0045","45","0","108018","COOP","0000","0311A",,"BX","F","120","DE KRUIF PL",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2021","-","0",,,,,
"1478530285","JVJ7346","PA","PAS","2022-07-06T00:00:00.000","14","SDN","ACURA","C","31400","30370","12550","0.00000000","0045","45","0","108018","COOP","0000","0151A",,"BX","F","100","ERDMAN PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,
